"","打鍵回数","左クリック","右クリック"
"2013年02月07日13時10分","40","93","2"
"2013年02月07日13時15分","0","4","0"
"2013年02月07日13時20分","0","11","0"
"2013年02月07日13時25分","7","12","0"
"2013年02月07日13時30分","0","11","0"
"2013年02月07日13時35分","0","3","0"
"2013年02月07日13時40分","0","0","0"
"2013年02月07日13時45分","20","51","0"
"2013年02月07日13時50分","0","15","1"
"2013年02月07日13時55分","0","1","0"
"2013年02月07日14時00分","0","33","0"
"2013年02月07日14時05分","126","33","0"
"2013年02月07日14時10分","51","58","1"
"2013年02月07日14時15分","105","73","0"
"2013年02月07日14時20分","0","129","0"
"2013年02月07日14時25分","27","31","0"
"2013年02月07日14時30分","153","18","0"
"2013年02月07日14時35分","133","55","0"
"2013年02月07日14時40分","0","0","0"
"2013年02月07日14時45分","0","5","0"
"2013年02月07日14時50分","0","0","0"
"2013年02月07日14時55分","0","0","0"
"2013年02月07日15時00分","0","0","0"
"2013年02月07日15時05分","1","21","1"
"2013年02月07日15時10分","36","19","1"
"2013年02月07日15時15分","8","43","0"
"2013年02月07日15時20分","0","35","0"
"2013年02月07日15時25分","0","0","0"
"2013年02月07日15時30分","0","0","0"
"2013年02月07日15時35分","0","0","0"
"2013年02月07日15時40分","0","0","0"
"2013年02月07日15時45分","0","0","0"
"2013年02月07日15時50分","0","29","0"
"2013年02月07日15時55分","4","49","0"
"2013年02月07日16時00分","0","0","0"
"2013年02月07日16時05分","0","31","0"
"2013年02月07日16時10分","0","17","0"
"2013年02月07日16時15分","32","16","0"
"2013年02月07日16時20分","1","14","0"
"2013年02月07日16時25分","0","0","0"
"2013年02月07日16時30分","0","0","0"
"2013年02月07日16時35分","0","0","0"
"2013年02月07日16時40分","0","0","0"
"2013年02月07日16時45分","7","4","0"
"2013年02月07日16時50分","2","29","0"
"2013年02月07日16時55分","9","40","0"
"2013年02月07日17時00分","37","28","0"
"2013年02月07日17時05分","8","27","0"
"2013年02月07日17時10分","87","17","0"
"2013年02月07日17時15分","186","4","0"
"2013年02月07日17時20分","104","5","0"
"2013年02月07日17時25分","117","30","0"
"2013年02月07日17時30分","83","46","0"
"2013年02月07日17時35分","188","9","0"
"2013年02月07日17時40分","104","12","0"
"2013年02月07日17時45分","0","62","0"
"2013年02月07日17時50分","32","44","1"
"2013年02月07日17時55分","17","100","1"
"2013年02月07日18時00分","0","62","0"
"2013年02月07日18時05分","181","34","0"
"2013年02月07日18時10分","133","58","2"
"2013年02月07日18時15分","15","130","0"
"2013年02月07日18時20分","138","54","1"
"2013年02月07日18時25分","146","53","0"
"2013年02月07日18時30分","3","90","0"
"2013年02月07日18時35分","19","17","0"
"2013年02月07日18時40分","54","53","4"
"2013年02月07日18時45分","124","12","0"
"2013年02月07日18時50分","222","32","1"
"2013年02月07日18時55分","0","7","0"
"2013年02月07日19時00分","105","50","1"
"2013年02月07日19時05分","3","61","0"
"2013年02月07日19時10分","7","8","0"
"2013年02月07日19時15分","7","40","0"
"2013年02月07日19時20分","2","31","0"
"2013年02月07日19時25分","3","66","0"
"2013年02月07日19時30分","7","18","0"
"2013年02月07日19時35分","11","38","0"
"2013年02月07日19時40分","4","33","0"
"2013年02月07日19時45分","0","20","0"
"2013年02月07日19時50分","82","21","0"
"2013年02月07日19時55分","6","28","0"
"2013年02月07日20時00分","21","36","0"
"2013年02月07日20時05分","38","33","0"
"2013年02月07日20時10分","23","39","0"
"2013年02月07日20時15分","66","13","2"
"2013年02月07日20時20分","0","40","3"
"2013年02月07日20時25分","7","62","1"
"2013年02月07日20時30分","0","35","1"
"2013年02月07日20時35分","114","46","1"
"2013年02月07日20時40分","0","0","0"
"2013年02月07日20時45分","0","0","0"
"2013年02月07日20時50分","0","0","0"
"2013年02月07日20時55分","0","0","0"
"2013年02月07日21時00分","0","0","0"
"2013年02月07日21時05分","0","0","0"
"2013年02月07日21時10分","0","0","0"
"2013年02月07日21時15分","0","0","0"
"2013年02月07日21時20分","0","0","0"
"2013年02月07日21時25分","0","0","0"
"2013年02月07日21時30分","0","0","0"
"2013年02月07日21時35分","0","0","0"
"2013年02月07日21時40分","0","0","0"
"2013年02月07日21時45分","0","0","0"
"2013年02月07日21時50分","0","0","0"
"2013年02月07日21時55分","0","0","0"
"2013年02月07日22時00分","0","0","0"
"2013年02月07日22時05分","0","0","0"
"2013年02月07日22時10分","0","0","0"
"2013年02月07日22時15分","0","0","0"
"2013年02月07日22時20分","0","0","0"
"2013年02月07日22時25分","0","0","0"
"2013年02月07日22時30分","0","0","0"
"2013年02月07日22時35分","0","0","0"
"2013年02月07日22時40分","0","0","0"
"2013年02月07日22時45分","0","0","0"
"2013年02月07日22時50分","0","0","0"
"2013年02月07日22時55分","0","0","0"
"2013年02月07日23時00分","0","0","0"
"2013年02月07日23時05分","0","0","0"
"2013年02月07日23時10分","0","0","0"
"2013年02月07日23時15分","0","0","0"
"2013年02月07日23時20分","0","0","0"
"2013年02月07日23時25分","0","0","0"
"2013年02月07日23時30分","0","0","0"
"2013年02月07日23時35分","0","0","0"
"2013年02月07日23時40分","0","0","0"
"2013年02月07日23時45分","0","0","0"
"2013年02月07日23時50分","0","0","0"
"2013年02月07日23時55分","0","0","0"
"2013年02月08日00時00分","0","0","0"
"2013年02月08日00時05分","0","0","0"
"2013年02月08日00時10分","0","0","0"
"2013年02月08日00時15分","0","0","0"
"2013年02月08日00時20分","0","0","0"
"2013年02月08日00時25分","0","0","0"
"2013年02月08日00時30分","0","0","0"
"2013年02月08日00時35分","0","0","0"
"2013年02月08日00時40分","0","0","0"
"2013年02月08日00時45分","0","0","0"
"2013年02月08日00時50分","0","0","0"
"2013年02月08日00時55分","0","0","0"
"2013年02月08日01時00分","0","0","0"
"2013年02月08日01時05分","0","0","0"
"2013年02月08日01時10分","0","0","0"
"2013年02月08日01時15分","0","0","0"
"2013年02月08日01時20分","0","0","0"
"2013年02月08日01時25分","0","0","0"
"2013年02月08日01時30分","0","0","0"
"2013年02月08日01時35分","0","0","0"
"2013年02月08日01時40分","0","0","0"
"2013年02月08日01時45分","0","0","0"
"2013年02月08日01時50分","0","0","0"
"2013年02月08日01時55分","0","0","0"
"2013年02月08日02時00分","0","0","0"
"2013年02月08日02時05分","0","0","0"
"2013年02月08日02時10分","0","0","0"
"2013年02月08日02時15分","0","0","0"
"2013年02月08日02時20分","0","0","0"
"2013年02月08日02時25分","0","0","0"
"2013年02月08日02時30分","0","0","0"
"2013年02月08日02時35分","0","0","0"
"2013年02月08日02時40分","0","0","0"
"2013年02月08日02時45分","0","0","0"
"2013年02月08日02時50分","0","0","0"
"2013年02月08日02時55分","0","0","0"
"2013年02月08日03時00分","0","0","0"
"2013年02月08日03時05分","0","0","0"
"2013年02月08日03時10分","0","0","0"
"2013年02月08日03時15分","0","0","0"
"2013年02月08日03時20分","0","0","0"
"2013年02月08日03時25分","0","0","0"
"2013年02月08日03時30分","0","0","0"
"2013年02月08日03時35分","0","0","0"
"2013年02月08日03時40分","0","0","0"
"2013年02月08日03時45分","0","0","0"
"2013年02月08日03時50分","0","0","0"
"2013年02月08日03時55分","0","0","0"
"2013年02月08日04時00分","0","0","0"
"2013年02月08日04時05分","0","0","0"
"2013年02月08日04時10分","0","0","0"
"2013年02月08日04時15分","0","0","0"
"2013年02月08日04時20分","0","0","0"
"2013年02月08日04時25分","0","0","0"
"2013年02月08日04時30分","0","0","0"
"2013年02月08日04時35分","0","0","0"
"2013年02月08日04時40分","0","0","0"
"2013年02月08日04時45分","0","0","0"
"2013年02月08日04時50分","0","0","0"
"2013年02月08日04時55分","0","0","0"
"2013年02月08日05時00分","0","0","0"
"2013年02月08日05時05分","0","0","0"
"2013年02月08日05時10分","0","0","0"
"2013年02月08日05時15分","0","0","0"
"2013年02月08日05時20分","0","0","0"
"2013年02月08日05時25分","0","0","0"
"2013年02月08日05時30分","0","0","0"
"2013年02月08日05時35分","0","0","0"
"2013年02月08日05時40分","0","0","0"
"2013年02月08日05時45分","0","0","0"
"2013年02月08日05時50分","0","0","0"
"2013年02月08日05時55分","0","0","0"
"2013年02月08日06時00分","0","0","0"
"2013年02月08日06時05分","0","0","0"
"2013年02月08日06時10分","0","0","0"
"2013年02月08日06時15分","0","0","0"
"2013年02月08日06時20分","0","0","0"
"2013年02月08日06時25分","0","0","0"
"2013年02月08日06時30分","0","0","0"
"2013年02月08日06時35分","0","0","0"
"2013年02月08日06時40分","0","0","0"
"2013年02月08日06時45分","0","0","0"
"2013年02月08日06時50分","0","0","0"
"2013年02月08日06時55分","0","0","0"
"2013年02月08日07時00分","0","0","0"
"2013年02月08日07時05分","0","0","0"
"2013年02月08日07時10分","0","0","0"
"2013年02月08日07時15分","0","0","0"
"2013年02月08日07時20分","0","0","0"
"2013年02月08日07時25分","0","0","0"
"2013年02月08日07時30分","0","0","0"
"2013年02月08日07時35分","0","0","0"
"2013年02月08日07時40分","0","0","0"
"2013年02月08日07時45分","0","0","0"
"2013年02月08日07時50分","0","0","0"
"2013年02月08日07時55分","0","0","0"
"2013年02月08日08時00分","0","0","0"
"2013年02月08日08時05分","0","0","0"
"2013年02月08日08時10分","0","0","0"
"2013年02月08日08時15分","0","0","0"
"2013年02月08日08時20分","0","0","0"
"2013年02月08日08時25分","0","0","0"
"2013年02月08日08時30分","0","0","0"
"2013年02月08日08時35分","0","0","0"
"2013年02月08日08時40分","0","0","0"
"2013年02月08日08時45分","0","0","0"
"2013年02月08日08時50分","0","0","0"
"2013年02月08日08時55分","0","0","0"
"2013年02月08日09時00分","0","0","0"
"2013年02月08日09時05分","0","0","0"
"2013年02月08日09時10分","0","0","0"
"2013年02月08日09時15分","0","0","0"
"2013年02月08日09時20分","0","0","0"
