"","ブラウザ - 左クリック","メール - 左クリック","ファイル操作 - 左クリック","調査　 - 左クリック","ＳＱＬサーバ　 - 左クリック","エクセル - 左クリック","ワード・パワポ - 左クリック","文書閲覧　 - 左クリック","テスト　 - 左クリック","プログラミング・デバッグ - 左クリック","登録外 - 左クリック"
"2013年02月08日11時05分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日11時10分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日11時15分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日11時20分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日11時25分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日11時30分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日11時35分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日11時40分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日11時45分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日11時50分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日11時55分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日12時00分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日12時05分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日12時10分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日12時15分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日12時20分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日12時25分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日12時30分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日12時35分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日12時40分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日12時45分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日12時50分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日12時55分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日13時00分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日13時05分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日13時10分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日13時15分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日13時20分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日13時25分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日13時30分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日13時35分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日13時40分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日13時45分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日13時50分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日13時55分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日14時00分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日14時05分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日14時10分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日14時15分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日14時20分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日14時25分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日14時30分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日14時35分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日14時40分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日14時45分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日14時50分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日14時55分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日15時00分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日15時05分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日15時10分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日15時15分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日15時20分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日15時25分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日15時30分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日15時35分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日15時40分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日15時45分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日15時50分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日15時55分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日16時00分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日16時05分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日16時10分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日16時15分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日16時20分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日16時25分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日16時30分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日16時35分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日16時40分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日16時45分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日16時50分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日16時55分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日17時00分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日17時05分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日17時10分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日17時15分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日17時20分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日17時25分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日17時30分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日17時35分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日17時40分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日17時45分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日17時50分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日17時55分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日18時00分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日18時05分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日18時10分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日18時20分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日18時25分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月08日18時30分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日08時55分","19","3","0","0","0","0","0","0","0","0","1"
"2013年02月12日09時00分","11","2","0","0","0","0","0","0","0","0","0"
"2013年02月12日09時05分","2","2","7","0","0","2","0","0","0","0","0"
"2013年02月12日09時10分","1","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日09時15分","19","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日09時20分","20","2","4","0","0","1","0","0","2","0","0"
"2013年02月12日09時25分","0","0","2","0","0","9","8","0","14","0","10"
"2013年02月12日09時30分","0","0","0","0","0","0","21","0","0","0","0"
"2013年02月12日09時35分","0","0","11","0","0","12","6","0","70","0","0"
"2013年02月12日09時40分","1","2","1","0","0","1","0","0","14","0","73"
"2013年02月12日09時45分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日09時50分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日09時55分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日10時00分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日10時05分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日10時10分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日10時15分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日10時20分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日10時25分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日10時30分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日10時35分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日10時40分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日10時45分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日10時50分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日10時55分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日11時00分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日11時05分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日11時10分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日11時15分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日11時20分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日11時25分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日11時30分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日11時35分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日11時40分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日11時45分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日11時50分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日11時55分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日12時00分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日12時05分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日12時10分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日12時15分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日12時20分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日12時25分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日12時30分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日12時35分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日12時40分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日12時45分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日12時50分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日12時55分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日13時00分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日13時05分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日13時10分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日13時15分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日13時20分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日13時25分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日13時30分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日13時35分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日13時40分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日13時45分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日13時50分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日13時55分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日14時00分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日14時05分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日14時10分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日14時15分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日14時20分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日14時25分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日14時30分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日14時35分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日14時40分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日14時45分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日14時50分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日14時55分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日15時00分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日15時05分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日15時10分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日15時15分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日15時20分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日15時25分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日15時30分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日15時35分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日15時40分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日15時45分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日15時50分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日15時55分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日16時00分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日16時05分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日16時10分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日16時15分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日16時20分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日16時25分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日16時30分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日16時35分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日16時40分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日16時45分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日16時50分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日16時55分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日17時00分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日17時05分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日17時10分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日17時15分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日17時20分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日17時25分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日17時30分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日17時35分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日17時40分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日17時45分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日17時50分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日17時55分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日18時00分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日18時05分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日18時10分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日18時15分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日18時20分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日18時25分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月12日18時30分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月13日09時00分","18","5","11","0","0","1","0","0","0","0","1"
"2013年02月13日09時05分","10","1","0","0","0","0","0","0","0","0","0"
"2013年02月13日09時10分","23","0","0","0","0","0","0","0","0","0","0"
"2013年02月13日09時15分","18","0","0","0","0","0","0","0","0","0","0"
"2013年02月13日09時20分","0","0","0","0","0","0","0","0","0","0","0"
"2013年02月13日09時25分","12","0","0","0","0","0","0","0","0","0","0"
"2013年02月13日09時30分","13","7","1","0","0","0","0","0","0","0","0"
